overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
3.0,True,"02 21, 2015",APUO3VISOOKDL,B00JLK6ULS,Sam,It is not very distinguished from Civ 5 while the original Civ 5 + Expansions have much enjoyable experience. The gameplay was somewhat too exotic and confusing. I hope it gets better with patches and expansions.,I hope it gets better with patches and expansions,1424476800,,"{'Edition:': ' Standard', 'Platform:': ' PC Online Game Code'}",
4.0,True,"02 28, 2015",AY6D944EOKOUM,B001KMRN0M,Carlos F,Ok.,Four Stars,1425081600,,{'Edition:': ' Standard'},
4.0,False,"12 6, 2011",A3QT13TKA33S28,B000FQ2GUQ,Elliot,"This is a great game to add to your collection just for the hack of it.  I really enjoyed this game, and there was a lot of some things and a lot more stuff added as well.

Pros
1.  The story starts fast and ends with a climatic ending I haven't seen in a long time.  You have to play this game just to believe how good this story really is.
2.  There is more boss fights added in this game.  I really appreciated that the developers added more boss fights to feed my boss fight craving. Thanks.

Cons
1.  Again I didn't feel much of a challenge coming from this game.  Then again once you beat Ninja Gaiden 2 on master ninja mode nothing really can be said that anything is impossible in gaming.

Overall I enjoyed this gaming experience.  I have beaten this game three times, and I enjoyed every moment of it.  9.3/10.  A solid Sequel indeed.

Game on my fellow Gamers.",Another hack n slash added to the collection!,1323129600,,,
3.0,False,"11 8, 2001",AS77LVLUSX18R,B00001ZT53,Roy Basilisk,"A decent one-playthrough game title.  There are 15 missions, with only a little variety (mostly charge forward and beat the next boss).  Even with sometimes massive slowdown and even sound glitches under heavy fire (such as sound cutting out--and no music!), this game does provide some good 3rd-person blasting action.
You'll find that the main impetus to continue is not the bosses or new levels.  Those really all look too similar.  What attracts is the weaponry you find as constant upgrades.  Some of the later weapons pack a VERY meaty punch in effect, visuals, and sound.
Guaranteed, though, once you defeat the stupidly lengthy (easy, but requiring 15 full minutes of repetitious attacks) end boss battle and see the ""ending"", that's it.  It's done for good.",Major Problems but Still Fun,1005177600,,,
5.0,True,"02 5, 2016",A1Q40CZCI689QT,B00KWG4HG0,rjalnev,Bought this for my 5 nephew. He absolutely loves it. Fun enough for adults to join in on! Definitely recommend.,Great Game,1454630400,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii U'}",
4.0,True,"12 17, 2014",A1LRC5D3DNXFS0,B003814IYW,Mike,"Bought this to replace the one that came with GH3.  Looks good and feels good.  Has a bit more weight to it, but got used to it quick.  The whammy bar take some getting used to since it is a little longer and seems to be a bit springy.",Good replacement,1418774400,,,
5.0,False,"10 19, 2007",A2P87X6TV5GURN,B000K8YAKI,Dawn Marie Holling,It is the best game of all times.  Very good graphics!!  I would recommend it to everyone!,Halo 3 Limited Edition,1192752000,,{'Format:': ' Video Game'},
5.0,True,"12 12, 2014",A2XPILCRDM0R6A,B001G3B0HC,Caroline,Shipped fast. Loved the game,Loved the,1418342400,,{'Format:': ' Video Game'},
5.0,True,"01 9, 2013",A2C2DC769RQDWJ,B0017KA4F8,chrometoyota,"I bought this a long time ago, well worth the money. Got my moneys worth out of it. The controller is well built and has last a while now.",Great game,1357689600,,"{'Edition:': ' Wireless bundle', 'Platform:': ' Xbox 360'}",
5.0,True,"06 7, 2011",AVP1NL6GYMVR,B004CQRCF4,RDSWY4,"I will just say this:  The Witcher 2:  Assassins of Kings is (in my opinion) one of the best new games to come along in a long time.  Projekt Red did not listen to the kids on this one.  They went with what is in their hearts.  The game has a mature story line that allows adults to truly immerse themselves into the game.  The graphics are unlike anything I've ever seen (and I've pretty much played them all).  I played AOK on a computer that is almost 6 years old at medium settings and it ran perfectly and looked absolutely spectacular.  The voice acting and music was also top notch.  Yes... there were a few minor bugs, but they did not interfere at all with overall game play or enjoyment. Projekt Red also will be releasing DLC for AOK for FREE in the near future.  If I had one complaint it would be that the game ended sooner than I wanted it to.  Of course I said that about Baldur's Gate and that game took me way over 100 hours to complete.  Buy AOK, you will not be disappointed unless you are looking for the same old ""shoot 'em up"" or treasure hunt. This game is not for those who don't want to participate actively in the game world.  If you like the type of game that allows you to immerse yourself into the characters and story, along with some incredible violence, magic, drug use and a little gratuitous sex... well, you will love AOK.",PC Gaming is Back,1307404800,2,"{'Edition:': ' Collector', 'Platform:': ' PC'}",
2.0,True,"09 10, 2013",A29J6MBPK5E5A3,B001S86ISG,Peter Forrence,"A collection of casual games.  Many of the games are like other available mini games.  The price is still a bit high for what you get.  THERE IS A LOT OF LOAD TIME.  Some of the games are original enough, and all of them might make for an enjoyable 3 or 4 player evening.

The axe throwing game I think is pretty well done, and I haven't seen it's like else where.",meh,1378771200,,,
5.0,True,"05 25, 2016",A3UXWZAQN0NG38,B017L187YG,mandy,"Well... I was, but what I got was TF2's upgrade, while I don't think the origins is completely worth it (a solid 3/5) the game itself is totally worth every penny of the 40$",I was expecting a knockoff TF2,1464134400,,"{'Edition:': ' Origins', 'Platform:': ' PC'}",
5.0,False,"04 5, 2015",AD81MZIV10AUT,B00BU3ZLJQ,Hollie,"My son is 10, loves this game. He over used his. Stopped working.. My heart was broken because for years he put so much work into it. Although he had to start over, he was so happy to have one that wasn't all scratched up. Item came in perfect condition.",he was so happy to have one that wasn't all scratched up,1428192000,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
1.0,True,"12 24, 2015",A3RYGYUQFCROP8,B00DC9SWWE,Mike,What totally torques me off about this purchase is the fine print is not apparent until after I got the item and tried to play the game.  I do NOT want to play online multiplayer games at all; I only like to play single shooter games by myself!  So to find out only after I open the package that I WASTED my money is very unsetlling!  Very disappointed in myself for not doing more research and EVEN MORE disappointed in the game companies only offering these cool games for online play.  DOOM on you!,More wasted money!!!,1450915200,,{'Format:': ' Video Game'},
5.0,True,"04 24, 2017",AAJSAY3JA7L0B,B003P9C70E,ING E. ALVAREZ GARCIA,"Excellent, thanks.",Five Stars,1492992000,,{'Platform:': ' PlayStation 3'},
4.0,True,"12 26, 2006",A2UDGEUZD7VVQ4,B000GCGQ6Y,B. E. Taylor,"Having already played the earlier attempt to put an Agatha Christie on a video game format, I was somewhat hesitant to buy ""Murder on the Orient Express"". I was so glad that I decided to order it anyway.  HURRAY!

No, there are some things about the game that aren't perfect, but on the whole I found them so trivial as almost to be beneath complaining about.

No, the graphics aren't of the best - and I'm a graphics freak.  It's very hard to match voices with the graphic rendition, and with ""Murder"" they weren't of the best, but they WERE tolerable, GIVEN ESPECIALLY that the voice acting was so good.  Who could complain about the ""Hercule Poiroit"" - David Suchet - as THE voice of HP?  I'm not about to do so.

The device of using the plucky Antoinette as his ""legs"" was utterly delightlful, and gave the video game all the more validity in it's own right.  I should also say that I had no complaints about the other characters either.  They weren't perfect, but they worked!

Other minor complaints I might express are just that. Too minor to mention.

I have only given 4 stars because I am SUPER, SUPER PICKY!  If there were a 4 1/2 star rating, that is what I'd be giving it.  I found playing ""Murder on the Orient Express"" an utter DELIGHT, and I highly recommend it.  (Besides, I'd already ""read the book"".)  It is TRULY worth it!

I LOVE DELIGHTFUL SURPRISES - and this was one of them.

B. Taylor",DELIGHTFUL SURPRISE,1167091200,,,
5.0,False,"05 21, 2017",A7N0SPXQJ1M54,B000035Y2J,Night-X,"I don't buy the game from Amazon but I still do a review on it anything. So this is the first Robocop console game and I liked it even you're moving at walking speed with limited short jump where you have to time your shooting and jumping. But with limited moving speed and jumping there is power-up items and weapons to help pass some level parts which you can't pass without them. Plus this game has password setup so you can skip to any level in the game but if you do use the passwords you'll always start with the handgun no matter just like most SNES games with password you'll start with the first weapon you're given.

And if you can't beat the game and want to know the story there is comics for the game telling the story that I might get someday.",So this is the first Robocop console game and I liked it even you're moving at walking speed with limited ...,1495324800,,,
5.0,True,"02 17, 2016",A2JVVCL19LZFLF,B00HS5FETM,Jesse Cashman,Worked perfectly for using my EarForce XPSeven on my Xbox One. Very happy with my purchase.,Perfect for Xbox One,1455667200,,,
5.0,True,"07 13, 2017",A2EOYNPG53CZOA,B00L3LQ1FI,Scotty,A must for Emulation or playing super smash!,Five Stars,1499904000,,,
5.0,False,"07 3, 2014",AE7U9YE60VKRT,B0006TNCCI,B-Goody,"Here is a fantastic Batman game. Released in 1989 by Sunsoft.  If you love the Ninja Gaiden games on the NES, then this a game for you.
A tradition platform sides scroller, including wall jumps, Gaiden style. You have your fist, baterang, a small rocket gun, and a spread gun. This game is HARD as hell, yet fun enough that you'll keep on keepin on. Fantastic graphics for 1989, music is stellar, perfect controls, unlimited continues. And it's BATMAN!!
A cheap classic for the NES.
Graphics- 9/10
Control - 10/10
Music- 8/10
Overall gameplay - 10/10","""Holy Ninja Batman Gaiden""!!!",1404345600,,,
5.0,True,"03 3, 2017",A1A7LRMDIWZHEW,B00000F1GM,Benjamin Strohecker,Love it and best mario games,Five Stars,1488499200,,,
5.0,True,"12 11, 2012",A274Q1POBEHDDL,B000TGQLYE,Daniel A Guernick,"Been looking for this for a long time. Now all 3 kids can play at the same time. No instructions, but must be plugged into controller 1 slot in order for it to work properly",Just what I neede,1355184000,,,
5.0,True,"02 10, 2015",A3GJGGR2BUAFFA,B0027AVVTK,Smith Ferris,"Great headset for the price. After hours of wearing it you will still feel comfort, great mic quality, and easy access to volume control.",Great Headset For The Price.,1423526400,,,
5.0,False,"08 16, 2014",A3OXMYWNQXCTII,B0050SWYTC,Ramon Bruzual,Best game for the VITA yet,Five Stars,1408147200,,{'Format:': ' Video Game'},
5.0,True,"04 26, 2015",A1U0QFWM1ONURK,B00JQI471A,Eddie,"I really enjoyed this game and was longing for another PS Vita game to come out. PlayStation isn't putting as much effort and attention into the PS Vita and expanding its game collection so to have this game is truly fortunate. I can tell you this about the game - you're going to love and spend hours playing it! Blowing up bugs, shooting and more shooting - what's not to love? Freedom Wars is a great game that I highly recommend and this is coming from a guy with a long collection of video games from PlayStation, PlayStation 2, PlayStation 3, PSP, PSP Go, and now the PS Vita. In a few months I'll be the proud owner of the PlayStation 4(just need to save up some more money to buy the console and 5 games).",Finally! More Great Games For The PS Vita!,1430006400,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation Vita'}",
3.0,True,"01 9, 2015",A38BSBIUFE8W69,B00020BV24,Joshua Dillingham,ok game wish there were a sequel kinda short game,Played,1420761600,,,
4.0,True,"11 11, 2013",A1WBE10OIBHI91,B00A6IPHXQ,Vivian,"I owned the Nintendo DS Lite, and am definitely not disappointed with the 3DS XL.  It has a HUGE screen, much bigger compared to the old DS and the non-XL 3DS.  I would say the big screen is definitely worth the investment.  It does make it slightly heavier than before, but I don't find it to be a problem since I don't really take it out, I just play this in my bed or while watching TV.

There are a lot of good titles for the 3DS, including Pokemon, Shin Megami Tensei series, Zelda, etc.

It's not a 5-star because I'm not fond of the 3D feature.  While it is cool, I only ever turn it on to show other people what it looks like.  I would never turn it on while playing, it does hurt the eyes.","Great hardware and screen, 3D not so much",1384128000,,,
1.0,False,"11 27, 2015",AO7ZQ274LJIUD,B008U5ZM6E,k2nb92,"I've waited almost 6 months to write this review. First one I got it had some issues with its cable. The keyboard would turn off mid work or mid gaming which is really annoying. I contacted razer customer service and they agreed to replace it. 2 weeks later I've received the new one. It's been 3 months since i have it and I got the same issue with this one. I can't return it either since it passed the 3 month ""warranty"". Seriously don't buy it. You would be better off with other companies. Hope this helps.",Don't buy it,1448582400,,{'Style:': ' Tournament'},
4.0,False,"10 2, 2016",AH5BCMZELZSKG,6050036071,Dave,"I own Rock Band 4 for Xbox One and I learned that you can add more vocals to tracks.  I saw that this was cheaply priced and has a high rate of success from other buyers.

though the mic does work, and had no problems with utilizing the tambourine my only real complaint is that the USB Cable length is too short when compared to my original Rock Band Mic (from RB1).

I fixed the problem by adding a usb extension cable to each mic.  This added an extra $5 cost per mic and gave me 3ft.  For 6ft it would have been a $5.50 increase and for 9ft, $5.80.  Even with the extensions you're still looking at a cost savings over the ""Rock Band"" mic of $10",works but a bit short on the cable for me,1475366400,,,
4.0,False,"02 17, 2009",A2M7CLVA0KIHQF,B0011TTQLS,J.S. Knapp,"As I've been asking this question forever and no one could give me an answer, allow me to fill you in:  NO, this game has not had any updates.  It is what it is.

I have an Xbox 360 Elite.  The Elite and Arcade units have an upgraded chipset, and see much fewer crashes than the other bundled units.  If you have an Elite or Arcade, you should be okay playing this game.

SupCom for Xbox uses quite possibly the most innovative and thought-out control structure I've seen yet on a console.  The controls not only make sense, but they're easy to LEARN, and they WORK.  You select your unit, press a direction on the D-pad to bring up a wheel menu, then use your left and right sticks - sometimes together as needed - to highlight an option which you select with the A-button.  It also has a relatively simple method to assign and select groups.  There's a short learning curve to remember which direction on the D-pad accesses which menu, but if you get it wrong, just press a new direction and the menu will adjust.

Unfortunately, the instructions that come with the game - as well as the in-game tutorial - do a lousy job of telling us how to actually play the game.  For example, we are never told how to make a level-3 construction unit build level 1 or 2 structures.  Secondly, while the game tells us we can outfit our commanding unit with upgrades, we are not told how!  In both cases, you access the unit's build menu, and use the right control stick to select an inner-wheel of the menu, which will change the icons at the outer wheel.  Once you learn this interface, it also becomes easy to use, but I literally found it out by accident.

Controlling your units is relatively easy, though the one thing that SupCom does different is that it stacks commands.  Each command to a unit is put into queue - it will perform that command after it finishes any other commands you've already given it.  If you want it to do something right away, you first have to hit the X button, then issue the new command.  This takes a longer adjustment than usual, as no other console-RTS games work this way.

I prefer skirmishing to a storyline, so I can't provide much insight there, but skirmishes work well, with the ability to play against the computer or friends, or against the computer WITH friends, providing a much-needed, coop-skirmish feature.

As far as cons go, there are a few.  The camera is weird, especially once the unit count starts to climb.  When zoomed all the way out, the cursor moves without the screen moving - much like a mouse on a PC game.  When you zoom in, the cursor becomes static and the entire screen scrolls.  Sometimes, however, when zooming in, the cursor becomes ""stuck"" beyond the edges of the screen.  You'll zoom in, and can scroll the screen, but there is no cursor, and thus no way to select units.  You have to zoom out, ""free"" the cursor, then zoom back in.  In addition, the zooming is very touchy - it's very easy to zoom far beyond where you intended to be.  And since there is no mini map, you can't just set the zoom where you're most comfortable and leave it - you'll be forced to zoom out from time to time.  Sometimes the camera will just jump around on you as you're trying to control it, causing you to end up viewing parts of the map you had no interest in viewing.

Once you get a feel for the controls and log some time with the game, this will become less of an issue - you get used to it.  But it still remains confusing and at times, frustrating.  You don't always have time to be playing with the camera.

The games visuals are... ...difficult to review.  Units look pretty nice up close, but seem to blend together at a distance.  Everything starts to look the same.  Level details are very sparse, with most of the maps simply being open space.  Compared to the popular Universe at War game - which has detailed landscapes and tons of scenery and foliage - this game feels rather barren.

SupCom's selling point - besides the fact that it actually works on my console - is it's control scheme.  No other RTS is as easy to play.  It can be had on Amazon for pretty cheap (my copy was less than $20, shipped) but again, if you're using any other console than the Elite or Arcade, you might want to stay away.

Happy Hunting.","So far, so good...",1234828800,11,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
5.0,True,"02 18, 2010",A1KUOSQ1YZZFTU,B0016B28WU,a_friend_usa,"The only game I would rank higher is Farcry2. I would put it on a level with MW2.

I only wish it had a full split-screen co-op campaign mode.",One of the top games I have played.,1266451200,,{'Format:': ' Video Game'},
5.0,False,"09 30, 2015",ABJFXA7AW0HGC,B00D2ZK2MQ,steffon taylor,Great zombie game if you love crafting weapons to tear through zombies with,Fun zombie game,1443571200,,{'Format:': ' Video Game'},
4.0,True,"02 23, 2013",ANB0T50XN9D9S,B0028ZNWQE,michelle dawn marquis,i always have a great time where there is music and family involved i am having difficulty uploading purchased songs though,i enjoy this game,1361577600,,{'Format:': ' Video Game'},
5.0,True,"09 3, 2016",A1ZK49EXD320BY,B00BGA9YZK,armin,great shooter decent lengh,great shooter,1472860800,,{'Format:': ' Video Game'},
4.0,False,"06 16, 2009",A3UHKCV4NHTU76,B000ZK7ZK8,J. Cervantes,"I'm a fan of the movies and definately looked forward to the game; the gameplay is pretty basic no complicated button pushing or stick movements.  And that's where the problem is, the gameplay is very basic, you run around the game blasting and trapping ghosts, the boss battles are cool because they use the entire environment to try and take you down and during the course of the game you can upgrade ur gear to be a better ghost buster.
The fun is in gathering information about all the ghosts in the game using ur PKE meter; but switching back and forth between that and the proton pack is figity at best...BUT, the coolest part that more than makes up for the game all the original cast is back; Bill Murray, Dan Aykroyd, Ernie Hudson, Annie Potts, and that one dude who plays Peck...it's fun because it's ghostbusters...but you be the judge of it.",The Boys ARE Back in TOWN!!,1245110400,9,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
3.0,False,"10 11, 2009",A2DYWZ0NLGFXZC,B002C0VNQQ,A. Bowen,This game uses TAGES(tm) with a 3 machine activation limit. All consumers should be aware of this before they buy a copy of the game.,DRM notice,1255219200,12,{'Platform:': ' PC'},
5.0,False,"10 16, 2014",A2JKADRZRS55MD,B000XJNTNS,jose droez,MUY BUEN PRODUCTO,Five Stars,1413417600,,,
3.0,True,"11 18, 2015",A321YJNMH71NE9,B00K1HF3HM,SnooP BoB,"Great Mod for Xbox Controllers, beware that they are not as compatible with most thumb-stick covers. They tend to be a tad big for these thumb-sticks and cause them to fall off during gameplay.",Eh,1447804800,,,
5.0,False,"12 29, 2010",A1A4BA13LYMSMX,B001TORSII,Paul MCRAE,It has been almost 2 years since I played through the original Mass Effect and about an hour after getting into Mass Effect 2 it feels more like 2 weeks.  This is a really great game with engaging characters and storyline.  If you even kind of liked the first one this is definitely worth the price of admission.  I fully recommend the game.  The DLC is also very robust and worth picking up as you begin the game (don't wait until after you've completed it though you will likely be tempted to play it through again).,Good lord it's addictive!,1293580800,,{'Format:': ' Video Game'},
3.0,True,"10 28, 2016",ATJ7X182VDLQC,B00CMQTUY2,Werner Jasinski,"Bought this as Christmas present for grandkids.  Extremely expensive.  The games diskettes are also expensive.  I'm unable to tell about the quality since I've never used other xbox, playstation, etc. and thus can't make a comparison.",Big bucks,1477612800,,{'Format:': ' Video Game'},
1.0,False,"09 21, 2014",A4Z9NHOW5LT0M,B00JUFSH42,JoB,"Madden 25 had its issues yet, I played 3 seasons with 3 different teams (Tennessee, Arizona & Oakland). I confronted some issues with the game but this year's version is probably the worst in a long time. How is it possible that the creators and developers of the game can't alter and change its defects? Are they naive and dumb?

I am finding it hard to buy Madden each year, each year they get worse, but this one takes the cake. The overall effectiveness of the game is repeatedly declining each year, making less and less playable. The gameplay is worse, defensively it is so difficult to tackle and defend that it makes the game bothersome. Each year, I'm always in the Top 5 in Defense, as I am a defensive type of player in the game. Through 5 games with Arizona, I had given up a total of 155 points!!! I was dead last in every category defensively! Offensively some players would drop easy passes like butter in their hands that it just made me angry.

I gave up in 1 week. The next time I buy Madden, they better have made it better and people reviewed it good. This game is a shame.","Another Year, Another Waste In Money",1411257600,2,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
4.0,True,"12 2, 2015",A3V93WS8NHPJW9,B0053BCMAC,Ilian A. Deering,"This is a great game, but you must keep in mind that this is not so much of an RPG, but rather a cool platformer with some concepts from the typical Paper Mario RPG's. I really had a great time. The item was in great conditions upon delivery.",Good Game,1449014400,,{'Format:': ' Video Game'},
1.0,False,"06 2, 2014",A2Q9CNJ4T6ZK99,B00JXCIT7M,Philip Brown,Can get this at Newegg for $329.00 and the packaging here is alittle off. Mine just arrived and the box was Red.,Looks Like We Have Gougers Again.,1401667200,42,,
1.0,False,"08 4, 2015",A1ZR8AIM298DFT,B00KWG4HG0,Edward Nigma,This game is so terrible. Nintendo loves to milk their games.,just all bad,1438646400,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii U'}",
3.0,True,"12 12, 2014",A3JQ3XF7YYNXVW,B00CJXYTGM,Nick Oestmann,the case was VERY COMPROMISED,Three Stars,1418342400,,{'Format:': ' Video Game'},
4.0,True,"11 19, 2014",AR9STIRYHUL1A,B00D9EPI38,German,The only Downside is having to buy an extra cord and batteries to charge your controller,Four Stars,1416355200,,{'Platform:': ' 4GB'},
5.0,False,"07 18, 2012",A1Q45JLC7C0FMK,B003EZ1KGQ,Nathan,"This has got to be one of the best third person shooters i have ever played, the graphics, sound and voice acting are great and the storyline is very deep and intense and it sucked me right in. Its a smooth game, not buggy at all. The controlling of the character is slightly different then most shooters but you'll get used to it quickly. This is a must buy for any PC gamer, its a great game for the rig and worth every penny. Overall its an exciting, interesting, mature, tough to beat game. Get it, it'll surprise you!","Wow, wasn't expecting this at all!",1342569600,,{'Platform:': ' PC'},
5.0,True,"07 8, 2003",AH9QYOWBYWRXJ,B00008RUYQ,Thomas Buckner,This game is a must and even more fun if you have the Logitech steering wheel and pedals.  Tons of hair-raising race action as well as crashes that will blow you away.  Pretty realistic traffic and car physics.  The number of levels is astounding and replayability is great!!,Awesome!!,1057622400,,,
5.0,True,"08 8, 2012",A2VDYFLNYGF3C8,B0058VI0G2,Silvermane,"Well I thought it was going to be boring game, pop in disc and expect to bored to go to sleep. But wow...and wow...the game has you with lot control of your inventory unlike unsaid games. In this game you can jump and run and get awards for talking to people..something you don't get in many games. Fainting so may times should be on no no list. I don't want record how many times I passed out dungeon its like having someone snooty how many times I did so badly in dungeon. But anyways...collecting monsters...well they aren't in pocket you can't summon them like so...and call them into battle when you about to get your ass kicked. I kind wish they could allow Healing rod which is something in Rune Factory they never have. They did have spell you heal you and your pets don't have it anymore. I guess they want to make action packed and less cumbersome. I hate say carrying potions around are pain in butt. Not many options unless you had matches to make little fire pit and little camper to sleep in locations, instead passing out at 5 am. I have say that is real bad. It makes want to pull hair out every time that happens...there aren't any maps being sold of dungeons? no more chances to get movies why not? In Rune Factory your lead to either to get disappointed or worst feel anticipate the unexpected and read between the lines and watch the intro or prologue before you play and assume its another violent game. I seen and played all those violent games this is more casual and kind calm sort of game that make other people buy it when they see it. its cool game, even my nieces probably want to get it. I had my fifteen year old niece play it and she was enjoying the game play all the time, capturing animals almost dying gave her edge.",even my relatives enjoyed it!,1344384000,,,
4.0,False,"08 26, 2010",A3GKMQFL05Z79K,B001TD6SK8,blackaciddevil,"Kingdom Hearts 358/2 Days is set between the events of Kingdom Hearts and Kingdom Hearts II and follows Roxas(Sora's Nobody)& his stint with Organization XIII. It almost, entirely, revolves around Organization XIII. Organization XIII has but one goal in mind and that is to fabricate Kingdom Hearts so they can reclaim their own hearts. I have to agree with the majority on one thing and, that is, if you don't know the whole story- you may need to go back to the very beginning and live the story. If you don't, and you're a newcomer to the series, you're going to be quite lost because the plot is rather deep and 'out there'-shall we say. Kingdom Hearts 358/2 Days is a game that caters to the diehard KH fan only and it makes no bones about it.

The game, by far, is about the best looking game I've seen on the DS thus far. Like other reviewers have mentioned, it looks nearly as good as its' PS2 bretheren and that's saying something. Course, looks aren't everything I know. How does the gameplay hold up? Well- pretty good actually...the new Panel system adds quite a bit of strategy to things. However, I was quite annoyed at the fact I had to use the Panel system just to level up. That's something that should, automatically, be done when it happens, like in your more Traditional RPGs. I loved the fact that they made the battling more like that in the original KH yet am disappointed that there isn't more exploring. Going on missions everytime isn't so bad but I would've preferred to explore more like in the original game. It does, indeed, remind one of FFVII: Crisis Core and I applaud Dredspider & Luis Zavala for pointing that out. I do love the game, it was an absolute blast of a challenge to play, mind you. It just irritates me that we're visiting the same worlds over, yet, again..why can't we see some new worlds, Square? I know there's alot of Disney worlds out there that'd be perfect for this game(if you need some suggestions-look me up). It irritates me that there isn't more life breathing in any of these levels you're doing your missions on...shouldn't there be? This is a RPG, after all.  It irritates me that most of your missions were, basically, much of the same...I like a little variety and spice in things. Don't you???

Other than that, Kingdom Hearts 358/2 Days is fun. It satisfied my appetite for KH, for a little while, at least. Now, I look forward to KH: Birth by Sleep for the PSP and KH:Re:Coded for the Nintendo DS. Then, onto Kingdom Hearts III.

Do I recommend KH:358/2 Days? Definitely...but only for one thing- Roxas' and Organization XIII's story.",Kingdom Hearts 358/2 Days.........,1282780800,,{'Format:': ' Video Game'},
5.0,True,"09 3, 2015",A2IZ9N11ZAW3OO,B003ZSP0WW,george,LOVE IT !!!!! perfection !!!!,Five Stars,1441238400,,{'Size:': ' 8.10in. x 6.80in. x 2.50in.'},
2.0,True,"04 14, 2018",A3AF16LETLZODP,B001EK7S82,David L Crockett,Why do I keep getting like / dislike messages for products I bought years ago.  Fix it!,Amazon annoyance for product reviews of products bought years ago!,1523664000,,,
5.0,True,"01 24, 2017",A2SF5J2Q6PG7JQ,B01GW8X7N0,GoldenChild,"excellent game even better then vita original game. its got more powers in the form of gravity styles, way bigger areas to fight in explore in and more collectables use for upgrading.",Adventure platforming at its most flexible,1485216000,,{'Platform:': ' PlayStation 4'},
5.0,True,"07 4, 2008",A22KKBJXEGZYA2,B0014WMFHY,Boris Pelakh,"My son loved the PSP and the game (""Give it 10 out of 10"", he said). The only thing that bothered me is that the PSP does not include any sort of storage for saved games, so be sure to pick up a memory stick when you buy it.",My son loved it,1215129600,,,
5.0,True,"12 30, 2014",A2VUQX33GZ7GOT,B0053B5RGI,I.Faculty,This game has put the Pokemon franchise at a place it has never really been before,Pokemon X and Y,1419897600,,{'Format:': ' Video Game'},
5.0,False,"01 27, 2010",A1BKM9B9G317NV,B001COQW14,Timothy P. Little,"The Sky's the limit (no pun intended) at the Wii Sports Resort. The game features a much bigger variety of sports mini games than even Wi Sports did. You can go skydiving (and even have your mi's photo taken while doing so!), jet skiing, surfboarding, etc, while still being able to play all the classic Wii sports games. But what I love best about this game is the fact that the sports games are not exact replicas of the originals. They are new and improved. For example, if you're connected to the internet, online miis and miis on your hard drive can participate in the same games that you participate in. In addition, all aspects of the mini games are new and improved. Whereas Wii Sports had a trickshots bowling minigame which covered 20 stages, at the Wii Resort you bowl trickshots in 10 frames, just like you would a regular game. The game even adjusts to your level of difficulty. Say you fail to mark on a difficult trick shot, the game would lower you from ""Expert"" to ""Intermediate"" for the next few frames. Thanks to the Wii Motion plus sensor, the game can detect your movements with more accuracy than ever. The same is true for several games, such as Table Tennis, where you play opponents only that are on your skill level. I was very impressed with the bike race mini game, in which the player holds the Wii controller (attached with Motion plus) in one hand and a nun chuck controller in the other. You move your arms in order to make your mii ride his/her bike. You can test your skills in the short run (single race) or in the long run (3 or 6 day race in which you begin the next day where you placed the previous day and hopefully work your way up to the top day by day). This game is a must have for any Wii gamer as the possibilities are truly endless.",One of the best Wii games ever!,1264550400,,{'Edition:': ' With Wii Motion Plus'},
5.0,True,"11 5, 2015",A1PJZESATKONY3,B002PGC9KG,Natalie,"Great product, great price.",Five Stars,1446681600,,,
3.0,True,"11 21, 2012",A14P58JEWHU0KC,B0054SCSQM,Swanie,"Love doing the puzzles but, like everyone else (except one) I can't figure out how to save my name and the puzzle I was working on.  One person says it saves and I've never been able to do it.  IF ANYONE KNOWS HOW, PLEASE LET US KNOW.............",HELP....,1353456000,,{'Platform:': ' PC Download'},
5.0,True,"10 16, 2014",A3MX8Q0YIKE21,B00BGGIWZM,jnajera,Excellent product,Five Stars,1413417600,,{'Platform:': ' PC/Mac'},
3.0,False,"02 27, 2012",A2N6K4RFSPY2GV,B00L4KVO78,chino,"this game is awsome to play. 1 thing i might hav a small prob with is the controls. it didn't take me long to get use to it. once u get passed that, evrything else is good. another thing i notice 2 is....why is the game only centered around 3 characters??? where are all the other opponents to go along with their cars?????? kind of sux when u think about it. jst clowns, dolls, reapers, and the holy man. wheres evry1 else???","as good as ever, but.....",1330300800,,{'Platform:': ' PlayStation 3'},
5.0,True,"12 6, 2013",AM668S2YJR7E5,B00005BW7Q,Khalon,"This series is amazing. Very extensive gameplay, story and character development. A must have for any RPG fan's collection. Definitely will not disappoint.",A must have,1386288000,,,
5.0,True,"08 22, 2017",A1PXYZ30RKOJ0L,B0009PQ0IM,Jeffrey S,"For the missions I have made it thru all I can say is ""Get ready to die."" Why do they make these games so darn hard. I hate dying over and over though completing a mission leaves a good feeling of accomplishment in your system.",Enjoyable GR game but challenging,1503360000,,,
